"count","key1","key2"
"40","Dach, Simon (#11852321X)","Klag und Trost-Reimchen Bey betrawerlichem und unverhofftem Hintritt aus dieser Welt Des EhrenVesten Achtbarn und Wolbenahmten H. Caspar Reimers etc.: Welcher am Ende des 1651. Jahres zu Wetterau sanfft und seelig im Herrn eingesc"
"40","Dach, Simon (#11852321X)","Klag- und Trost-Reime/ Bey seligem Ableiben Des ... Herrn Reinhold Langerfelds Beyder Rechten D. und der löblichen Altstad Königsberg ... Rahtsverwandten: Welcher im 40sten Jahr seines Altters/ nach langwieriger Kranckheit ... 1"
"40","Dach, Simon (#11852321X)","Leich-Trost Bey seeligem Ableiben Der Edlen VielEhr und Tugendreichen Frawen Gertruden/ gebohrnen Mondforthin Des ... Herrn Balthasar Platen etc. nachgelassenen Witwen: Welche den 2. Hewmon. 1646. seelig im Herren eingeschlaffen U"
"40","Dach, Simon (#11852321X)","Schuldiges Denckmal Dem ... Hn. Hans Albrechten/ des Heil. Röm. Reichs Erbtruchsen/ FreyHerrn zu Waldpurg/ ErbHerrn zu Landsberg/ Friedrichstein und Dultzen/ etc.: Welcher im 35. Jahr seines Alters/ 1655. 7. Neujahrmon ... einges"
"39","Dach, Simon (#11852321X)","Christliche Trost-Schrifft Bey Christlicher und ansehnlicher Leich-bestattung Der ... Fr. Maria/ gebohrnen Ridelinn: Welche ... 1648. 21. Mey selig eingeschlaffen/ und den 24. drauff in der Altstädtischen Kirchen Königsberg ehrl"
"39","Dach, Simon (#11852321X)","Trawer-Reime bey seeligem Hintritt Der Ehr und viel Tugendreichen Fr. Catharinen Friesinn des ... Hn. Johann Thegen/ ... hertzlich geliebten Haußfrawen","1646","Gebrauchsliteratur::Gelegenheitsschrift:Tod"
"38","Dach, Simon (#11852321X)","Christliches Denckmahl Der ... Frawen Reginen gebohrnen Mohrenbergerinn/ Des ... Herrn Georg Wessels/ Des grossen Hospitals im Löbenicht gewesenen Vorstehers","1653","Gebrauchsliteratur::Gelegenheitsschrift:Tod"
"38","Dach, Simon (#11852321X)","Einfältiger jedoch guthertziger Trost/ Bey sehr ttaurigem wiewol seligem Aschiede Des ... Herrn Johann Meyenreisen/ Dieser löbl. Stadt Kneiphoff Königsberg ... Rahtsverwandten und Richters: Welcher am 51. Jahr seines Alters 165"
"38","Dach, Simon (#11852321X)","Klag und Trost-Schrifftchen Bey sehr betrawrlichem aber seligem Hintrit aus dieser Welt Des Weiland Ehrnvesten und Vornehmgeachten Hieronymi Hieronymi Mitbürgers und Handelsmans dieser Löblichen Stadt Kneiphoff Königsbergk","1648"
"38","Dach, Simon (#11852321X)","Klag- und Trost-Reimchen Bey seligem wiewol hochbetrübtem Abschied aus dieser Welt Des weiland HochEdelgebohrnen Herrn Joachim Wilhelm von Brumsee/ auf Robitten Sudlack und etc. ErbHerrn: Welcher/ nach dem er in dieser Welt 62. J"
"37","Dach, Simon (#11852321X)","Christliches Gedächtniß Der ... Jungfrawen Annen Dorotheen gebohrnen Kenckelinn: Welche im 19. Jahr ihres Alters 1653. 23. Ostermonat sanfft und selig eingeschlaffen und 27. jetztgedachten Monats Christlich und ehrlich in der Al"
"37","Dach, Simon (#11852321X)","Einfältige Trost-Reimchen Als der ... Herr Michael Rurok/ Der Artzney Doctor und der ... Stadt Kneiphoff Königsberg ... Physicus: Welcher im 32. Jahr seines Alters 8. Christmon. 1656. ... eingeschlaffen/ und den 10. folgends ..."
"37","Dach, Simon (#11852321X)","Klag- und Trost-Reimchen Bey unverhofftem und kläglichem wiewol seligem Abschied aus dieser Welt Des Anmuthigen und liebreichen Kindes Jungfr. Annen Catharinen/ Deß weiland edlen Herrn Sigismund Scharffen/ etc. etc. Wie auch Der"
"37","Dach, Simon (#11852321X)","Klag- und Trost-Schrifftchen über Dem zwar seeligen aber hochbetrauerlichen Abschiede Des ... Herrn M. Hartwich Wichelmanns/ Der Altstädtischen Schulen Königsb. gewesenen fleissigen Rectoris: Welcher 27. Hornung 1647. seelig im"
"37","Dach, Simon (#11852321X)","Letzter Ehrendienst Der Weiland VielEhr und Tugendreichen Frawen Catharinen/ gebohrnen Bierwolffinn Des ... Herrn Reinhold Kleinen/ ... Ehelichen Hausfrawen","1647","Gebrauchsliteratur::Gelegenheitsschrift:Tod"
"37","Dach, Simon (#11852321X)","Letztes Ehren-Gedächtnis Dem ... Hn. Zacharias Kröhlen ... Handelsmann im Kneiphoff Königsberg etc.: Welcher (nach dem Er in dieser Welt 51. Jahr ... zugebracht) 1655. 7. Christmon. ... eingeschlaffen/ und 12. darauff ... in de"
"36","Dach, Simon (#11852321X)","Christliche Klag- und Trost-Reime Als die ... Fraw Anna gebohrne Königinn. Des ... Hn. Hieronymi Heilsbergers/ Vornehmen Bürgers und Handelsmanns in der löblichen AltStad Königsberg/ Hertzliebste HaußFraw: Welche 1609. 11. Ch"
"36","Dach, Simon (#11852321X)","Christliches Ehrengedachtnis/ Dem ... Hn: Heinrich Dechant Churfl. Brandenb. privilegirten Apothecker in dem Kneiphoff Königsberg: Welcher/ nach dem er gelebet in dieser Welt 40. Jahr sieben Monat 1659. 3. Newjahrsmonat ... einge"
"36","Dach, Simon (#11852321X)","Klag- und Trost-Reimchen/ Bey seligem Hintritt aus dieser Welt/ Des ... Herrn Caspar Rodemanns/ Der löbl. Altstadt Königsberg ... Rahtsverwandten: Welcher/ als er in dieser Welt 71. Jahr ... gelebet/ 1655. 30. Mertz ... eingesch"
"36","Dach, Simon (#11852321X)","Klag-Geticht Uber Hochbetrawerlichem aber seligem Ableiben Des HochEdlen Gestrengen und Vesten Herrn Fabians von Ostaw/ Churfürstl. Brandenb. Preüssischen Ober-Regiments Rahts ...: Welcher ... den 22. Jenner 1645. selig sein Leb"
"36","Dach, Simon (#11852321X)","Letztes Ehren-gedächtniß Dem Weiland Edlen WolEhrnvesten ... Hn. Christoff Derschowen Ihrer Fürstl. Gnaden des Herzogen in Churland ... Wollverordneten Raht ...: Welcher ... in Wien ... sanfft und selig abgefordert Christlich u"
"35","Dach, Simon (#11852321X)","Einfältige Klag'- und Trost-Reime Welche bey tödlichem und sehr betrawerlichem Hintritt aus dieser Welt Der ... Frawen Barbaren/ gebornen Korschinn/ Des ... Herrn Reinhold Polikeins/ Dieser löblichen Stadt Kneiphoff Königsb. ."
"35","Dach, Simon (#11852321X)","Einfältige Klag- und Trost-Reime bey seligem wiewol frühzeitigem und daher sehr betrawerlichem Hintritt aus dieser Welt Des ... Hn. Christian Lohten/ Bey der Rechten Studiosi: Welcher 1652. 28. Augustm. im 25. Jahr seines Alters"
"35","Dach, Simon (#11852321X)","Trost-Schrifftchen Bey seeligem zwar/ aber den Hinterbliebenen hochbetrübtem Ableiben Der Weiland viel Ehr und Tugendsamen Frawen Elisabeth gebohrnen Pärsinn Seel. Herrn Thomas Jennicken etc. nachgelassenen Witwen: Welche 1652."
"34","Dach, Simon (#11852321X)","Christliche Begräbniß-Reime/ Bey trawrigem wiewol seligem Abschiede aus dieser Welt Der [...] Frawen Gertrudis gebohrnen von Weinbeeren/ Seiner WolEdl. Herrl. Hn. Friedrichs vom Stein/ Weiland Churfl. Hoff- und Gerichts-Rahts/ ["
"34","Dach, Simon (#11852321X)","Einfältige Leich-Reime Bey seligem Ableiben/ Des ... Herrn Johann Fridewalds/ Der löblichen Stad Kneiphoff Königsberg ... Rahts-Verwandten: Welcher im 71. Jahr seines Alters 1656. 15. Christmonat ... eingeschlaffen/ und den 20."
"34","Dach, Simon (#11852321X)","Klag- und Trost-Reimchen Der Edlen/ viel Ehr- und Tugendreichen Fr. Barbara Michelin[n]/ Des ... Herrn Peter Schnürleins etc. hinterlassenen Witwen/ Als Sie Ihrem lieben Sohne Dem ... Knaben Georgio Das Geleit Zu seinem Rhue-Bett"
"34","Dach, Simon (#11852321X)","Letzte Ehre Der Weiland HochEdlen ... Frawen Barbara gebohrnen von Hohndorff/ Des ... Herrn Georg Kleisten etc. hinterlaßnen Wittwen: Welche ... 1649. den 27. Maij in hohem Alter ... selig eingeschlaffen/ und zu Königsb. den 9."
"34","Dach, Simon (#11852321X)","Nil agit in mentem sors mala morsque bonam. Das ist Christliches Klag- und Trost-Geticht Welches bey sehr frühzeitigem und hochbetrawerlichem wiewol seligem Hintritt aus dieser Welt Der ... Frawen Reginen/ gebohrnen Casseburginn/"
"33","Dach, Simon (#11852321X)","Auff seligen Hintritt aus dieser Welt Des ... H. M. Georg Neuschillings/ Der Christlichen Deutschen Gemeine auff dem Sackheim ... Seel-Sorgers und Pfarrherrn: Welcher im 42. Jahr seines Altters 1658. 24. Newjahrsmon. ... entschlaf"
"33","Dach, Simon (#11852321X)","Christliche Leich-Reime Bey seligem wiewol trawerhafftem Abschied aus dieser Welt Der ... Catharinen Franckinn/ Des ... Herrn Levin Pouchenii/ Der Heil. Schrifft D. und hiesiger Universität Prof. Publ. Churf. Brandenb. OberHoffPr"
"33","Dach, Simon (#11852321X)","Christliches Gedächtnis Dem Weyland Ehrenvesten Nahmhafften Wolweisen Hn. Bartholomaeus Teichman/ der Stadt Heiligen-Beil wolverdienten Bürgermeister: Welcher den 19. WeinmonatsTag 1646 sanfft und seelig eingeschlaffen/ und den"
"33","Dach, Simon (#11852321X)","Denck- und Danckmal Der ... Frawen Marien gebohrnen Rösenkirchinn/ Deß ... Herrn Heinrich Gretschen/ Dieser löbl. Stad Kneiphoff Gerichtsverwandten/ nachgelassenen Wittwen: Welche/ nach dem sie das 73. Jahr ihres Alters erreich"
"33","Dach, Simon (#11852321X)","Klag- und Trost-Reime Bey seligem zwar aber sehr trawerhafftem Ableiben Des ... Herrn Albrecht Rückerlings/ Auff Cattenaw/ etc. Erbsassen: Welcher 1655. 26. Jenner/ nach dem Er 25. Jahr gelebet ... eingeschlaffen/ und 18. Hornung"
"33","Dach, Simon (#11852321X)","Schuldiges Trawer-Gedicht/ Bey hochbetrawerlichem wiewol seligem Hintritt aus dieser Welt Der ... Frawen Margarethen Tugendreich/ Freyfrawen zu Kitlitz/ etc. Des ... Herrn Georg von Rauschken/ Churfl. Brandenb. geheimbten Raths un"
"32","Dach, Simon (#11852321X)","Christliches Denckmal Der ... Frawen Gertruden gebohrnen Frentzelinn Des ... H. Christoff Pattons/ Vornehmen Handelsmanns in der löbl. Alten-Stad Königsberg Hertzliebsten Ehgatten: Welche 1652. 5. Mertz nach dem sie eines Sohnes"
"32","Dach, Simon (#11852321X)","Einfältige Klag- und Trost-Reime Bey des Weiland Wol-Ehrwürdigen/ Groß-Achtbarn und Hochgelahrten Hn. Michael Behmen/ der H. Schrifft Doct. und bey hiesiger Hohen Schulen Profess. Publ. auch der Theol. Facultät p. t. Decani &c"
"32","Dach, Simon (#11852321X)","Standhafftiger Muht/ Welchen Bey diesen recht sorglichen und hochbetrübten Zeiten/ Die auch Den ... H. Albrecht Linemann/ Der Philosophie M. und Mathemat. weitberühmten Professorn auff hiesiger löblichen hohen Schulen zu König"
"32","Dach, Simon (#11852321X)","Summum nec metuas diem nec optes, oder Einfältige Leich-Reim Bey seligem wiewol trawerhafftem Ableiben Des ... Herrn Heinrich Woseginen/ Churfürstl. Brandenb. ... Cammerschreibers in Preussen: Welcher nachdem er in dieser Welt 6"
"31","Dach, Simon (#11852321X)","Christliche Klag- und Trost-Reime/ Bey seligem wiewol hochbekräncktem Ableiben Der ... Frawen Helenen gebornen Gretschin/ Des ... Herrn Georg Ditmers/ Dieser löbl. Stadt Kneiphoff Königsb. ... Bürgers und Handelsmannes/ wie au"
"31","Dach, Simon (#11852321X)","Christliche Leich-Reime/ auff Seliges Absterben Des ... Hn. Joachim Capobiussen/ Beyder Rechten Beflissenen/ und Einwohners der löblichen Stad Kneiphoff Königsberg: Welcher im 43sten Jahr seines Altters 1658. 18. Hornung ... ent"
"31","Dach, Simon (#11852321X)","Einfältige Leich-Reime/ Bey seligem Hintritt aus dieser Welt Des ... Hn. Peter Schönfelds/ Der löblichen Altstadt Königsberg ... Rahtsverwandten: Welcher im 49sten Jahr seines Alters 1657. 10. Ostermonatstag ... eingeschlaffen"
"31","Dach, Simon (#11852321X)","Klag und Trost-Schrifftchen Uber dem trawerhafften aber seligen Ableiben Der ... Fr. Annae gebornen Lepnerin/ Des ... Hn. Georg Colben/ Wolverdienten Seelsorgers und Diaconi ... im Kneiphoff/ Gewesenen hertzliebsten Ehgenossen","164"
"30","Dach, Simon (#11852321X)","Einfältige Trostreimchen Bey seligem Hintritt aus dieser Welt Der ... Frawen Catharinen Jancken/ Des ... Herrn Johann Benedict Reinhards/ Der Tragheimischen Christlichen Gemeine zu Königsberg trewfleissigen SeelSorgers hertzlieb"
"30","Dach, Simon (#11852321X)","Einfältiges doch gut gemeintes Trost-Schrifftchen An Seine Groß-Achtbarkeit Herrn Christoff Tinctorium/ der Philosophie und Artzney D. Hiesiger hohen Schulen weitberühmten Prof. wie auch beydes Königl. Majest. in Pohlen und Sc"
"30","Dach, Simon (#11852321X)","Felices quibus obtigit In Christo placide mori! Das ist: Christliche Leich-Reime/ Bey seligem zwar wiewol trawerhafftem Ableiben Der ... Margarethen gebornen Benckendorffinn/ Des ... Herrn Heinrich Dwelen ... Bürgers und Handelsm"
"30","Dach, Simon (#11852321X)","Klag und Trost Reimchen an die Hochbetrübte Eltern Den Ehrwürdigen ... Herrn Georgium Martini/ Der Christlichen Gemeine zu H. Beil ... Pfarherrn ... und dessen Liebe Haußfraw Die ... Fraw Maria Voglerin ...: als sie Ihrer Gehor"
"30","Dach, Simon (#11852321X)","Klag- und Trost-Reimchen Bey frühzeitigem und kläglichem aber seligem Ableiben Der weiland Ehr- und Tugendreichen Fr. Judith Kochin[n]/ Des Ehrnvesten/ Vornehmgeachten und Wolbenahmten Herrn Christoff Melchiors/ Churfl. Brandenb"
"30","Dach, Simon (#11852321X)","Klag-Schrifft Bey unverhofftem/ früzeitigem und hochbetrawrlichem aber seeligem Ableiben Des Ehrenvesten ... Hn. Jacob Bierwolffs/ [et]c.: 1647. den 19. Oster-Monat geschrieben","1647","Gebrauchsliteratur::Gelegenheitsschrift:Tod"
"30","Dach, Simon (#11852321X)","Trost Wegen Gewisheit der frölichen Aufferstehung von den Todten Bey sehr betraurlichem aber seligem Ableiben Der ... Fr. Elisabeth Heilsbergerinn/ Des ... Herrn Melchior Lübecks/ ... gewesenen Hertzlieben Ehgatten","1649","Gebrauch"
"29","Dach, Simon (#11852321X)","Christliches Sterblied Bey hochbetrawerlichem wiewol seligem Ableiben Des ... Herrn Johann Arnd von Goldstein/ Ihrer Königl. Majest. aus Schweden hochbestallten Generaln/ wie auch Sr. Churfürstl Durchl. zu Brandenb. vornehmen Ca"
"29","Dach, Simon (#11852321X)","Frülings-Gedancken Bey seligem Hintrit aus dieser Welt Der Viel Ehr- und Tugendreichen Frawen Annen gebohrnen Pohlinn Des Weiland WolEhrnvesten VorAchtbahrn Nahmhafften und Wolweisen Herrn Michael Dehnen/ dieser löbliche[n] Stad"
"29","Dach, Simon (#11852321X)","Letztes Denckmahl/ Dem ... Hn. Andreae Lembeck/ Der Philosophie und Heil. Schrifft geflissenen: Welcher im dreyssigsten Jahr seines Alters 1657. 17. Heumonat ... sein Leben geschlossen/ und den 22. darauff ... in dem Löbenicht be"
"29","Dach, Simon (#11852321X)","Trost-Reimchen Bey kläglichem aber recht seeligem Ableiben Der ... Frawen Marien gebohrnen Platinn: Welche ihrem seeligen lieben Eh-Gatten Herren Bartholomeus Bütnern ... 1647. 22. May bald gefolget und den 24. darauff ... zur E"
"29","Dach, Simon (#11852321X)","Was hertzt Das schmertzt/ Das ist Christliches Denckmal/ Der Liebreichen Eh und derselben trübseligen Trennung/ Des ... Hn. Jeremiae Beinstürtzers/ Sr. Königl. Maytt zu Schweden ... Referendarii. Mit der ... Jungfr. Annen/ Hn."
"28","Dach, Simon (#11852321X)","Christliche Leich-Reime/ Bey frühzeitigem und kläglichem Ableiben Des ... Hn. Albrecht Schollen ... Kauffgesellen: Welcher (nachdem er in dieser Welt 23. Jahr weniger 3. Monat und 2. Tage gelebet) 1656. 7. Mäy ... eingeschlaffe"
"28","Dach, Simon (#11852321X)","Klag und Trost-Reimchen Uber dem kläglichen aber seligen Ableiben Der ... Fr: Annen/ gebohrnen Wesselin/ Hn. Heinrich Knoblochs etc. gewesenen hertzlieben Ehgenossen: Welche Nachdem sie newlich den 6. Mertz ... einer jungen Tocht"
"28","Dach, Simon (#11852321X)","Traurigkeit welche bey betrübtem und seligem Ableiben Des weiland Ehrnvesten Achtbarn und Wollgelarten Hn. Georg Blumen/ Churfl. Brandenb. Preüssischen Wolverdienten Cantzeley-Verwandten und KriegsRegistratorn ...: Welcher neuli"
"27","Dach, Simon (#11852321X)","Christliche Leich-Reime/ Bey seligem wiewol betrübtem Ableiben Der ... Frawen Ursulen Rosinn/ Des ... Herrn Friedrich Stimers/ der löbl. Christlichen Gemeine im Löbenicht Königsb. Pfarrherrn/ und des Sambländischen Consistori"
"27","Dach, Simon (#11852321X)","Einfältige Leich-Reime Der ... Catharinen Pohlinn/ Seel. Herrn Cornelius Cronen etc. Hinterlassenen Witwen: Welche im 66. Jahr ihres Alters 1653. 4. Ostermonat in hertzlicher Anruffung ihres Erlösers eingeschlaffen und den 8. be"
"27","Dach, Simon (#11852321X)","Einfältiges Trostliedchen/ Herrn Georg Reimann/ Beyder Rechten D. Churfürstl. Brandenburg. Preussischen ... Hof- und Gerichts-Raht ... Als er Seinen einigen ... Sohn Georg Reimann/ Welcher 1652. den zwantzigsten Herbstmonat zu N"
"26","Dach, Simon (#11852321X)","Christlicher Trost Bey schmertzlichem aber seligem Abscheid aus dieser Welt Des ... Herrn Wolff Henrich Bulbecks Churfürstl. Brandenb. Preussischen wolbestalten Cammerverwandten","1649","Gebrauchsliteratur::Gelegenheitsschrift:Tod"
"26","Dach, Simon (#11852321X)","Christliches EhrenGedächtnis Der Weyland Edlen ... Fr. Sibyllen gebornen von Geren/ Des ... Herrn M. Georg Reimanns Hiesiger hohen Schulen zu Königsberg/ ... Professors hinterlassenen Witwen: Welche 26. Hornung 1649. selig im He"
